i,j,dm32_no,precision,bf,log10_bf,sigma,rmse,rmse_sigma,frac_rmse,frac_sigma
24,7,2.509677,0.380645,873.299027,2.941163,3.252543,22.963319,2.036198,0.026295,0.626033
24,8,2.509677,0.406452,833.616664,2.920966,3.239319,20.612197,1.992920,0.024726,0.615228
24,9,2.509677,0.432258,794.099535,2.899875,3.225460,18.390027,1.946682,0.023158,0.603536
24,10,2.509677,0.458065,754.995543,2.877944,3.210996,16.321530,1.897730,0.021618,0.591010
24,11,2.509677,0.483871,716.538000,2.855239,3.195962,14.420647,1.846304,0.020125,0.577699
24,12,2.509677,0.509677,678.931611,2.831826,3.180397,12.692811,1.792637,0.018695,0.563652
24,13,2.509677,0.535484,642.345569,2.807769,3.164336,11.136745,1.736959,0.017338,0.548917
24,14,2.509677,0.561290,606.912229,2.783126,3.147812,9.746148,1.679490,0.016059,0.533542
24,15,2.509677,0.587097,572.729579,2.757950,3.130855,8.511279,1.620438,0.014861,0.517570
24,16,2.509677,0.612903,539.865766,2.732286,3.113490,7.420335,1.559999,0.013745,0.501045
24,17,2.509677,0.638710,508.364318,2.706175,3.095739,6.460552,1.498365,0.012709,0.484009
24,18,2.509677,0.664516,478.249118,2.679654,3.077622,5.619018,1.435728,0.011749,0.466506
24,19,2.509677,0.690323,449.528648,2.652757,3.059156,4.883216,1.372284,0.010863,0.448583
24,20,2.509677,0.716129,422.199332,2.625518,3.040360,4.241352,1.308244,0.010046,0.430293
24,21,2.509677,0.741935,396.248056,2.597967,3.021252,3.682531,1.243837,0.009293,0.411696
24,22,2.509677,0.767742,371.654006,2.570139,3.001849,3.196819,1.179308,0.008602,0.392860
24,23,2.509677,0.793548,348.390017,2.542066,2.982170,2.775245,1.114923,0.007966,0.373863
24,24,2.509677,0.819355,326.423603,2.513782,2.962235,2.409767,1.050964,0.007382,0.354788
24,25,2.509677,0.845161,305.717796,2.485321,2.942064,2.093212,0.987723,0.006847,0.335724
24,26,2.509677,0.870968,286.231866,2.456718,2.921678,1.819214,0.925494,0.006356,0.316768
24,27,2.509677,0.896774,267.921993,2.428008,2.901100,1.582151,0.864571,0.005905,0.298015
24,28,2.509677,0.922581,250.741893,2.399227,2.880351,1.377080,0.805235,0.005492,0.279561
24,29,2.509677,0.948387,234.643424,2.370408,2.859455,1.199672,0.747746,0.005113,0.261500
24,30,2.509677,0.974194,219.577161,2.341587,2.838433,1.046155,0.692344,0.004764,0.243918
24,31,2.509677,1.000000,205.492933,2.312797,2.817310,0.913250,0.639234,0.004444,0.226895
25,0,2.522581,0.200000,1796.469420,3.254420,3.452053,194.815442,2.800216,0.108444,0.811174
25,1,2.522581,0.225806,1756.215547,3.244578,3.445937,181.200064,2.776872,0.103176,0.805839
25,2,2.522581,0.251613,1711.813727,3.233457,3.439015,166.360292,2.749143,0.097184,0.799398
25,3,2.522581,0.277419,1661.579117,3.220521,3.430948,150.237934,2.715774,0.090419,0.791552
25,4,2.522581,0.303226,1606.162840,3.205790,3.421741,133.780970,2.677407,0.083292,0.782469
25,5,2.522581,0.329032,1546.905529,3.189464,3.411513,117.880704,2.635078,0.076204,0.772407
25,6,2.522581,0.354839,1485.084716,3.171751,3.400385,103.099944,2.589693,0.069424,0.761588
25,7,2.522581,0.380645,1421.686714,3.152804,3.388447,89.703353,2.541907,0.063096,0.750169
25,8,2.522581,0.406452,1357.422149,3.132715,3.375750,77.753551,2.492133,0.057280,0.738246
25,9,2.522581,0.432258,1292.817851,3.111537,3.362320,67.197632,2.440591,0.051978,0.725865
25,10,2.522581,0.458065,1228.304511,3.089306,3.348171,57.928287,2.387362,0.047161,0.713035
25,11,2.522581,0.483871,1164.272826,3.066055,3.333318,49.820928,2.332452,0.042791,0.699739
25,12,2.522581,0.509677,1101.097582,3.041826,3.317780,42.752782,2.275838,0.038827,0.685952
25,13,2.522581,0.535484,1039.139123,3.016674,3.301583,36.610386,2.217508,0.035231,0.671650
25,14,2.522581,0.561290,978.733121,2.990664,3.284762,31.290852,2.157477,0.031971,0.656814
25,15,2.522581,0.587097,920.177292,2.963872,3.267357,26.700641,2.095796,0.029017,0.641435
25,16,2.522581,0.612903,863.720515,2.936373,3.249411,22.753992,2.032548,0.026344,0.625513
25,17,2.522581,0.638710,809.556834,2.908247,3.230967,19.371918,1.967834,0.023929,0.609054
25,18,2.522581,0.664516,757.824632,2.879569,3.212069,16.481871,1.901763,0.021749,0.592068
25,19,2.522581,0.690323,708.610027,2.850407,3.192755,14.017829,1.834448,0.019782,0.574566
25,20,2.522581,0.716129,661.952996,2.820827,3.173062,11.920482,1.765996,0.018008,0.556559
25,21,2.522581,0.741935,617.854800,2.790886,3.153024,10.137285,1.696514,0.016407,0.538060
25,22,2.522581,0.767742,576.285575,2.760638,3.132669,8.622288,1.626114,0.014962,0.519083
25,23,2.522581,0.793548,537.191367,2.730129,3.112027,7.335730,1.554918,0.013656,0.499648
25,24,2.522581,0.819355,500.500220,2.699404,3.091122,6.243473,1.483072,0.012474,0.479784
25,25,2.522581,0.845161,466.127212,2.668504,3.069978,5.316354,1.410747,0.011405,0.459530
25,26,2.522581,0.870968,433.978489,2.637468,3.048618,4.529531,1.338151,0.010437,0.438937
25,27,2.522581,0.896774,403.954416,2.606332,3.027064,3.861862,1.265527,0.009560,0.418071
25,28,2.522581,0.922581,375.952019,2.575132,3.005338,3.295354,1.193152,0.008765,0.397011
25,29,2.522581,0.948387,349.866858,2.543903,2.983461,2.814692,1.121337,0.008045,0.375851
25,30,2.522581,0.974194,325.594468,2.512677,2.961454,2.406836,1.050415,0.007392,0.354696
25,31,2.522581,1.000000,303.031468,2.481488,2.939339,2.060681,0.980733,0.006800,0.333658
26,0,2.535484,0.200000,5171.891449,3.713649,3.727595,1546.085417,3.411368,0.298940,0.915166
26,1,2.535484,0.225806,4523.408130,3.655466,3.693690,1248.807803,3.352752,0.276077,0.907697
26,2,2.535484,0.251613,4008.190512,3.602948,3.662848,1011.668026,3.294067,0.252400,0.899319
26,3,2.535484,0.277419,3579.510979,3.553824,3.633789,813.984603,3.232524,0.227401,0.889574
26,4,2.535484,0.303226,3227.145718,3.508819,3.606985,657.437992,3.171078,0.203721,0.879149
26,5,2.535484,0.329032,2939.354620,3.468252,3.582674,537.799839,3.112361,0.182965,0.868726
26,6,2.535484,0.354839,2701.223505,3.431561,3.560559,446.129667,3.056887,0.165158,0.858541
26,7,2.535484,0.380645,2499.319299,3.397822,3.540118,373.969888,3.003734,0.149629,0.848484
26,8,2.535484,0.406452,2323.591813,3.366160,3.520839,315.327388,2.951604,0.135707,0.838324
26,9,2.535484,0.432258,2167.117849,3.335883,3.502318,266.467679,2.899401,0.122959,0.827852
26,10,2.535484,0.458065,2025.234261,3.306475,3.484246,225.137533,2.846369,0.111166,0.816926
26,11,2.535484,0.483871,1894.769045,3.277556,3.466394,189.918228,2.792030,0.100233,0.805457
26,12,2.535484,0.509677,1773.521196,3.248836,3.448585,159.833926,2.736080,0.090122,0.793392
26,13,2.535484,0.535484,1659.942553,3.220093,3.430681,134.148336,2.678319,0.080815,0.780696
26,14,2.535484,0.561290,1552.945063,3.191156,3.412574,112.266339,2.618615,0.072293,0.767343
26,15,2.535484,0.587097,1451.776466,3.161900,3.394183,93.685931,2.556891,0.064532,0.753316
26,16,2.535484,0.612903,1355.931332,3.132238,3.375448,77.972490,2.493119,0.057505,0.738604
26,17,2.535484,0.638710,1265.081266,3.102118,3.356331,64.743247,2.427323,0.051177,0.723207
26,18,2.535484,0.664516,1179.017766,3.071520,3.336815,53.657333,2.359577,0.045510,0.707134
26,19,2.535484,0.690323,1097.605788,3.040446,3.316893,44.409594,2.289992,0.040460,0.690403
26,20,2.535484,0.716129,1020.747624,3.008918,3.296575,36.727067,2.218714,0.035981,0.673036
26,21,2.535484,0.741935,948.356703,2.976972,3.275877,30.367100,2.145905,0.032021,0.655063
26,22,2.535484,0.767742,880.340392,2.944651,3.254822,25.116203,2.071732,0.028530,0.636512
26,23,2.535484,0.793548,816.590341,2.912004,3.233436,20.788916,1.996359,0.025458,0.617411
26,24,2.535484,0.819355,756.978597,2.879084,3.211748,17.226281,1.919937,0.022757,0.597786
26,25,2.535484,0.845161,701.357726,2.845940,3.189787,14.293812,1.842610,0.020380,0.577659
26,26,2.535484,0.870968,649.563392,2.812622,3.167581,11.879028,1.764513,0.018288,0.557054
26,27,2.535484,0.896774,601.418162,2.779177,3.145157,9.888744,1.685781,0.016442,0.535993
26,28,2.535484,0.922581,556.735693,2.745649,3.122542,8.246314,1.606559,0.014812,0.514503
26,29,2.535484,0.948387,515.324729,2.712081,3.099761,6.889006,1.527009,0.013368,0.492622
26,30,2.535484,0.974194,476.992636,2.678512,3.076839,5.765617,1.447324,0.012087,0.470393
26,31,2.535484,1.000000,441.548322,2.644978,3.053798,4.834397,1.367728,0.010949,0.447878
27,0,2.548387,0.200000,384008.238506,5.584341,4.699805,352352.818601,4.682205,0.917566,0.996255
27,1,2.548387,0.225806,104977.910318,5.021098,4.427668,90063.936273,4.394494,0.857932,0.992508
27,2,2.548387,0.251613,40574.736180,4.608256,4.218024,30407.200413,4.152503,0.749412,0.984466
27,3,2.548387,0.277419,21252.990479,4.327420,4.069817,13176.319933,3.957028,0.619975,0.972286
27,4,2.548387,0.303226,13741.739390,4.138042,3.967057,7003.705504,3.803335,0.509667,0.958730
27,5,2.548387,0.329032,10073.218206,4.003168,3.892386,4358.961855,3.684269,0.432728,0.946532
27,6,2.548387,0.354839,7911.313095,3.898249,3.833398,3007.680303,3.588668,0.380175,0.936159
27,7,2.548387,0.380645,6459.999779,3.810233,3.783281,2192.356016,3.505400,0.339374,0.926550
27,8,2.548387,0.406452,5412.665829,3.733411,3.739049,1642.003017,3.427734,0.303363,0.916740
27,9,2.548387,0.432258,4628.674975,3.665457,3.699531,1250.181298,3.353056,0.270095,0.906346
27,10,2.548387,0.458065,4027.644824,3.605051,3.664087,964.774714,3.280716,0.239538,0.895371
27,11,2.548387,0.483871,3556.313568,3.551000,3.632112,753.855145,3.210562,0.211977,0.883938
27,12,2.548387,0.509677,3177.628712,3.502103,3.602971,595.734823,3.142383,0.187478,0.872164
27,13,2.548387,0.535484,2865.740213,3.457237,3.576048,475.356813,3.075817,0.165876,0.860116
27,14,2.548387,0.561290,2602.719843,3.415427,3.550797,382.271765,3.010391,0.146874,0.847807
27,15,2.548387,0.587097,2376.163247,3.375876,3.526765,309.227013,2.945585,0.130137,0.835209
27,16,2.548387,0.612903,2177.461437,3.337950,3.503585,251.163742,2.880879,0.115347,0.822266
27,17,2.548387,0.638710,2000.593844,3.301159,3.480970,204.519170,2.815791,0.102229,0.808910
27,18,2.548387,0.664516,1841.305145,3.265126,3.458695,166.747959,2.749901,0.090560,0.795069
27,19,2.548387,0.690323,1696.550539,3.229567,3.436591,135.996501,2.682864,0.080161,0.780676
27,20,2.548387,0.716129,1564.122179,3.194271,3.414527,110.882825,2.614419,0.070891,0.765675
27,21,2.548387,0.741935,1442.395224,3.159084,3.392408,90.349304,2.544386,0.062638,0.750024
27,22,2.548387,0.767742,1330.152420,3.123901,3.370166,73.565202,2.472662,0.055306,0.733692
27,23,2.548387,0.793548,1226.460793,3.088654,3.347755,59.862856,2.399212,0.048809,0.716663
27,24,2.548387,0.819355,1130.583960,3.053303,3.325148,48.696137,2.324060,0.043072,0.698934
27,25,2.548387,0.845161,1041.919654,3.017834,3.302332,39.613214,2.247274,0.038019,0.680511
27,26,2.548387,0.870968,959.955734,2.982251,3.279305,32.238254,2.168959,0.033583,0.661408
27,27,2.548387,0.896774,884.239967,2.946570,3.256075,26.258471,2.089243,0.029696,0.641645
27,28,2.548387,0.922581,814.360067,2.910816,3.232656,21.414311,2.008272,0.026296,0.621245
27,29,2.548387,0.948387,749.931221,2.875021,3.209064,17.491470,1.926203,0.023324,0.600238
27,30,2.548387,0.974194,690.588872,2.839220,3.185319,14.314053,1.843202,0.020727,0.578655
27,31,2.548387,1.000000,635.985020,2.803447,3.161443,11.738546,1.759445,0.018457,0.556532
28,0,2.561290,0.200000,2233420043.281412,9.348970,6.236404,2116831784.607334,6.228008,0.947798,0.998654
28,1,2.561290,0.225806,169989077.111006,8.230421,5.820058,160842684.792572,5.810807,0.946194,0.998410
28,2,2.561290,0.251613,19061081.821215,7.280148,5.442755,17933776.024023,5.431889,0.940858,0.998004
28,3,2.561290,0.277419,3022002.878431,6.480295,5.104936,2795310.751574,5.090170,0.924986,0.997108
28,4,2.561290,0.303226,684993.274357,5.835686,4.816652,608116.100783,4.792834,0.887769,0.995055
28,5,2.561290,0.329032,215993.485908,5.334441,4.580902,177466.865484,4.539648,0.821631,0.990994
28,6,2.561290,0.354839,89869.384208,4.953612,4.394024,65805.386188,4.325827,0.732234,0.984479
28,7,2.561290,0.380645,46408.541064,4.666598,4.248223,29593.478257,4.146293,0.637673,0.976007
28,8,2.561290,0.406452,28017.367689,4.447427,4.133739,15548.202196,3.996404,0.554949,0.966777
28,9,2.561290,0.432258,18812.093240,4.274437,4.041305,9213.497632,3.870697,0.489765,0.957784
28,10,2.561290,0.458065,13558.923224,4.132225,3.963863,5945.855517,3.762600,0.438520,0.949226
28,11,2.561290,0.483871,10263.778021,4.011307,3.896928,4057.850527,3.665999,0.395356,0.940741
28,12,2.561290,0.509677,8060.806725,3.906379,3.837998,2872.027184,3.576620,0.356295,0.931898
28,13,2.561290,0.535484,6522.673718,3.814426,3.785682,2085.113852,3.492032,0.319672,0.922432
28,14,2.561290,0.561290,5412.796543,3.733422,3.739055,1543.670259,3.410943,0.285189,0.912247
28,15,2.561290,0.587097,4588.668117,3.661687,3.697328,1161.219496,3.332588,0.253062,0.901350
28,16,2.561290,0.612903,3959.835102,3.597677,3.659739,885.285534,3.256411,0.223566,0.889793
28,17,2.561290,0.638710,3467.090589,3.539965,3.625554,682.550626,3.181934,0.196866,0.877641
28,18,2.561290,0.664516,3070.926513,3.487269,3.594089,531.214408,3.108729,0.172982,0.864956
28,19,2.561290,0.690323,2744.619906,3.438482,3.564740,416.665663,3.036394,0.151812,0.851786
28,20,2.561290,0.716129,2469.900694,3.392679,3.536993,328.900614,2.964554,0.133163,0.838157
28,21,2.561290,0.741935,2234.156869,3.349114,3.510422,260.939154,2.892846,0.116795,0.824074
28,22,2.561290,0.767742,2028.594893,3.307195,3.484689,207.830351,2.820923,0.102450,0.809519
28,23,2.561290,0.793548,1847.012801,3.266470,3.459529,166.011263,2.748459,0.089881,0.794460
28,24,2.561290,0.819355,1684.975688,3.226594,3.434737,132.882001,2.675164,0.078863,0.778856
28,25,2.561290,0.845161,1539.259228,3.187312,3.410163,106.517861,2.600796,0.069201,0.762660
28,26,2.561290,0.870968,1407.472780,3.148440,3.385693,85.471866,2.525163,0.060727,0.745834
28,27,2.561290,0.896774,1287.802987,3.109849,3.361247,68.638825,2.448134,0.053299,0.728341
28,28,2.561290,0.922581,1178.838429,3.071454,3.336772,55.161743,2.369634,0.046793,0.710157
28,29,2.561290,0.948387,1079.449142,3.033202,3.312234,44.367312,2.289638,0.041102,0.691267
28,30,2.561290,0.974194,988.703703,2.995066,3.287614,35.721105,2.208172,0.036129,0.671664
28,31,2.561290,1.000000,905.812296,2.957038,3.262905,28.795961,2.125300,0.031790,0.651352
29,0,2.574194,0.200000,358499127679341.125000,14.554488,7.900604,339957088151070.437500,7.895714,0.948279,0.999381
29,1,2.574194,0.225806,4049230402905.512695,12.607372,7.320573,3839349665530.838867,7.313404,0.948168,0.999021
29,2,2.574194,0.251613,104607266661.450165,11.019562,6.812983,99130653633.353836,6.805245,0.947646,0.998864
29,3,2.574194,0.277419,4990811913.624610,9.698171,6.361058,4721772998.982100,6.352543,0.946093,0.998661
29,4,2.574194,0.303226,382703904.895470,8.582863,5.954230,360381527.026521,5.944393,0.941672,0.998348
29,5,2.574194,0.329032,44575914.359523,7.649100,5.592102,41471806.143834,5.579560,0.930364,0.997757
29,6,2.574194,0.354839,7616332.273832,6.881746,5.277027,6900555.256484,5.258905,0.906021,0.996566
29,7,2.574194,0.380645,1821053.232320,6.260323,5.008299,1571387.455092,4.979837,0.862900,0.994317
29,8,2.574194,0.406452,578258.845717,5.762122,4.782727,462739.747755,4.737750,0.800229,0.990596
29,9,2.574194,0.432258,231675.090758,5.364879,4.595537,167942.681483,4.528003,0.724906,0.985305
29,10,2.574194,0.458065,111551.616353,5.047476,4.440755,72338.239248,4.346642,0.648473,0.978807
29,11,2.574194,0.483871,61773.274092,4.790801,4.311870,35855.407091,4.190052,0.580436,0.971748
29,12,2.574194,0.509677,37928.361092,4.578964,4.202788,19878.790573,4.054218,0.524114,0.964650
29,13,2.574194,0.535484,25121.919182,4.400053,4.108613,11999.527303,3.934616,0.477652,0.957651
29,14,2.574194,0.561290,17618.307048,4.245964,4.025908,7706.471238,3.826944,0.437413,0.950579
29,15,2.574194,0.587097,12927.896505,4.111528,3.952478,5176.753641,3.727832,0.400433,0.943163
29,16,2.574194,0.612903,9849.788959,3.993427,3.886943,3596.238246,3.634990,0.365108,0.935180
29,17,2.574194,0.638710,7750.379665,3.889323,3.828342,2564.698571,3.546924,0.330913,0.926491
29,18,2.574194,0.664516,6270.780770,3.797322,3.775879,1868.193992,3.462597,0.297920,0.917031
29,19,2.574194,0.690323,5196.618992,3.715721,3.728797,1384.637130,3.381204,0.266450,0.906781
29,20,2.574194,0.716129,4394.703494,3.642930,3.686348,1040.919892,3.302063,0.236858,0.895754
29,21,2.574194,0.741935,3779.763442,3.577465,3.647799,791.641384,3.224574,0.209442,0.883978
29,22,2.574194,0.767742,3295.900988,3.517974,3.612452,607.749812,3.148215,0.184396,0.871490
29,23,2.574194,0.793548,2905.770663,3.463261,3.579673,470.147698,3.072537,0.161798,0.858329
29,24,2.574194,0.819355,2584.035030,3.412298,3.548901,365.959549,2.997158,0.141623,0.844531
29,25,2.574194,0.845161,2313.282539,3.364229,3.519661,286.297243,2.921749,0.123762,0.830122
29,26,2.574194,0.870968,2081.411213,3.318358,3.491558,224.893182,2.846025,0.108048,0.815116
29,27,2.574194,0.896774,1879.913351,3.274138,3.464278,177.245335,2.769732,0.094284,0.799512
29,28,2.574194,0.922581,1702.731532,3.231146,3.437576,140.068715,2.692646,0.082261,0.783298
29,29,2.574194,0.948387,1545.486959,3.189065,3.411263,110.933718,2.614575,0.071779,0.766454
29,30,2.574194,0.974194,1404.955538,3.147663,3.385202,88.021558,2.535358,0.062651,0.748953
29,31,2.574194,1.000000,1278.710986,3.106772,3.359291,69.955479,2.454875,0.054708,0.730772
30,0,2.587097,0.200000,3544971503511398252544.000000,21.549613,inf,3361684717593270157312.000000,inf,0.948297,nan
30,1,2.587097,0.225806,1795800563188744704.000000,18.254258,inf,1702918969723275264.000000,inf,0.948278,nan
30,2,2.587097,0.251613,5732377409978214.000000,15.758335,8.209536,5435560500540702.000000,8.209536,0.948221,1.000000
30,3,2.587097,0.277419,56266282416320.828125,13.750248,7.665861,53336274387639.726562,7.658835,0.947926,0.999083
30,4,2.587097,0.303226,1222035008544.432373,12.087084,7.158047,1157380951078.060791,7.150603,0.947093,0.998960
30,5,2.587097,0.329032,48720148158.714096,10.687709,6.702236,46036430094.600609,6.693954,0.944916,0.998764
30,6,2.587097,0.354839,3197690372.738559,9.504836,6.292335,3004364966.902421,6.282650,0.939542,0.998461
30,7,2.587097,0.380645,325100178.831509,8.512017,5.927491,301592568.440349,5.915150,0.927691,0.997918
30,8,2.587097,0.406452,48490391.040787,7.685656,5.606695,43884648.103127,5.589389,0.905017,0.996913
30,9,2.587097,0.432258,10042462.972725,7.001840,5.327494,8714227.532005,5.301659,0.867738,0.995151
30,10,2.587097,0.458065,2742829.409422,6.438199,5.086575,2235777.580504,5.047653,0.815135,0.992348
30,11,2.587097,0.483871,942997.774930,5.974511,4.880077,708368.306610,4.823347,0.751188,0.988375
30,12,2.587097,0.509677,391225.281895,5.592427,4.703606,267383.283556,4.625335,0.683451,0.983359
30,13,2.587097,0.535484,188549.140988,5.275425,4.552404,116811.949830,4.450660,0.619531,0.977650
30,14,2.587097,0.561290,102147.257729,5.009227,4.421767,57594.261635,4.296360,0.563836,0.971639
30,15,2.587097,0.587097,60574.655073,4.782291,4.307537,31307.852795,4.159175,0.516847,0.965558
30,16,2.587097,0.612903,38542.920395,4.585945,4.206423,18369.695716,4.035723,0.476604,0.959419
30,17,2.587097,0.638710,25945.033411,4.414054,4.116053,11431.696045,3.922958,0.440612,0.953087
30,18,2.587097,0.664516,18297.824746,4.262399,4.034802,7446.667935,3.818491,0.406970,0.946389
30,19,2.587097,0.690323,13427.933765,4.128009,3.961546,5030.321956,3.720594,0.374616,0.939177
30,20,2.587097,0.716129,10200.857547,4.008637,3.895438,3500.385329,3.628022,0.343146,0.931351
30,21,2.587097,0.741935,7987.736010,3.902424,3.835761,2496.535259,3.539823,0.312546,0.922848
30,22,2.587097,0.767742,6422.741278,3.807720,3.781841,1817.563090,3.455200,0.282989,0.913629
30,23,2.587097,0.793548,5284.511726,3.723005,3.733021,1346.027439,3.373431,0.254712,0.903673
30,24,2.587097,0.819355,4434.614777,3.646856,3.688649,1010.882803,3.293849,0.227953,0.892969
30,25,2.587097,0.845161,3784.006382,3.577952,3.648087,767.831632,3.215831,0.202915,0.881512
30,26,2.587097,0.870968,3274.007778,3.515080,3.610725,588.501251,3.138811,0.179749,0.869302
30,27,2.587097,0.896774,2865.147339,3.457147,3.575993,454.258524,3.062283,0.158546,0.856345
30,28,2.587097,0.922581,2530.415123,3.403192,3.543378,352.569911,2.985809,0.139333,0.842645
30,29,2.587097,0.948387,2251.066487,3.352388,3.512425,274.807572,2.909013,0.122079,0.828206
30,30,2.587097,0.974194,2013.938210,3.304046,3.482749,214.899687,2.831586,0.106706,0.813032
30,31,2.587097,1.000000,1809.687115,3.257603,3.454030,168.484396,2.753274,0.093101,0.797119
31,0,2.600000,0.200000,1002835386598240338420372078592.000000,30.001230,inf,951285488680821039197881106432.000000,inf,0.948596,nan
31,1,2.600000,0.225806,23416536496750988101681152.000000,25.369523,inf,22205299335680807116210176.000000,inf,0.948274,nan
31,2,2.600000,0.251613,3775353817523846905856.000000,21.576958,inf,3580168851152170385408.000000,inf,0.948300,nan
31,3,2.600000,0.277419,4486079869912735744.000000,18.651867,inf,4253872928067499008.000000,inf,0.948238,nan
31,4,2.600000,0.303226,19668593280865076.000000,16.293773,inf,18646419076784116.000000,inf,0.948030,nan
31,5,2.600000,0.329032,217875243492192.812500,14.338208,7.838712,206427554855477.000000,7.829838,0.947458,0.998868
31,6,2.600000,0.354839,4909270180473.894531,12.691017,7.346328,4644393367208.500000,7.338952,0.946046,0.998996
31,7,2.600000,0.380645,196105992290.770691,11.292491,6.902786,184871671812.117950,6.894404,0.942713,0.998786
31,8,2.600000,0.406452,12774983919.629871,10.106360,6.503873,11950508691.949648,6.493835,0.935462,0.998457
31,9,2.600000,0.432258,1272238476.197783,9.104569,6.147726,1172171650.381823,6.134715,0.921346,0.997884
31,10,2.600000,0.458065,182440738.316901,8.261122,5.831862,163659373.543574,5.813712,0.897055,0.996888
31,11,2.600000,0.483871,35670627.889819,7.552311,5.553290,30684870.176392,5.526924,0.860228,0.995252
31,12,2.600000,0.509677,9062973.080774,6.957271,5.308817,7350303.722573,5.270505,0.811026,0.992783
31,13,2.600000,0.535484,2868708.580780,6.457686,5.095083,2159812.360108,5.041042,0.752887,0.989394
31,14,2.600000,0.561290,1089595.044458,6.037265,4.908497,753540.789400,4.835657,0.691579,0.985160
31,15,2.600000,0.587097,480289.891341,5.681503,4.745291,303975.937121,4.651849,0.632901,0.980308
31,16,2.600000,0.612903,238677.520625,5.377812,4.601741,138562.587523,4.487189,0.580543,0.975107
31,17,2.600000,0.638710,130542.764326,5.115753,4.474466,69892.446639,4.339088,0.535399,0.969745
31,18,2.600000,0.664516,77113.733849,4.887132,4.360650,38274.470496,4.204843,0.496338,0.964270
31,19,2.600000,0.690323,48507.838525,4.685812,4.258126,22385.879618,4.081900,0.461490,0.958614
31,20,2.600000,0.716129,32160.282910,4.507320,4.165308,13802.791762,3.968113,0.429188,0.952658
31,21,2.600000,0.741935,22303.596185,4.348375,4.081044,8884.291228,3.861820,0.398334,0.946282
31,22,2.600000,0.767742,16086.892121,4.206472,4.004463,5926.153062,3.761770,0.368384,0.939394
31,23,2.600000,0.793548,12011.001308,4.079579,3.934846,4073.786585,3.667001,0.339171,0.931930
31,24,2.600000,0.819355,9245.855322,3.965947,3.871551,2873.122404,3.576720,0.310747,0.923847
31,25,2.600000,0.845161,7311.497609,3.864006,3.813970,2071.053460,3.490226,0.283260,0.915116
31,26,2.600000,0.870968,5919.920491,3.772316,3.761507,1520.748522,3.406864,0.256887,0.905718
31,27,2.600000,0.896774,4892.608556,3.689540,3.713580,1134.091952,3.326011,0.231797,0.895635
31,28,2.600000,0.922581,4115.691759,3.614443,3.669618,856.618116,3.247064,0.208135,0.884851
31,29,2.600000,0.948387,3514.656705,3.545883,3.629072,653.759141,3.169450,0.186009,0.873350
31,30,2.600000,0.974194,3039.629378,3.482821,3.591421,503.039313,3.092621,0.165494,0.861113
31,31,2.600000,1.000000,2656.562823,3.424320,3.556181,389.513160,3.016071,0.146623,0.848121
